Date,ID,Tweet,Translated
2022-07-24 23:59:09+00:00,1.55136E+18,親父の容態の心配、自宅待機で会社に行けずお金が貰えないストレス、自分もコロナに感染したかもしれない不安のトリプルパンチや,"Worrying about my father's condition, the stress of not being able to go to work because I'm on standby at home and not being able to receive money, the triple punch of anxiety that I might have been infected with Corona,"
2022-07-24 23:49:06+00:00,1.55135E+18,"友達今ディズニー行ってるらしい
いいなぁ私なんて仙台に行きたい！って言ったらコロナを言い訳に断られたのに……🥺羨ましい…どこにも遠出出来ないし、お留守番しなきゃで遊びにも行けなくて流石にストレス溜まる","My friend is going to Disney right now
I really want to go to Sendai! When I said that, they refused me with the corona as an excuse... 🥺 I'm jealous... I can't go anywhere, I have to stay at home and I can't go out to play, so it's stressful."
2022-07-24 23:39:53+00:00,1.55135E+18,"コロナ感染者が続々と(T-T)
気の合う仲間と遊ぶのが好きなのに。
会えないってこんなにストレスなんだなぁ！
コロナなんて！ぶっとばせ！！！","Corona infected people keep coming (T-T)
I like playing with my friends.
It's so stressful that I can't meet you!
Corona! Blow it! ! !"
2022-07-24 23:39:03+00:00,1.55135E+18,"美容にも健康にもストレスは大敵。私の周りは自分で自分を幸せにできる人多め。ご機嫌な自分をつくれるって最高。

人生はいつ終わるかわからないからこそ、好きなもの見たいもの食べたいものをできるだけ😌楽しそうとか幸せそうな人見てるとこっちまでうれしくなっちゃうよね。早く静かになれコロナ。","Stress is a great enemy for beauty and health. There are many people around me who can make themselves happy. It's great to be able to make yourself in a good mood.

I don't know when my life will end, so I can do what I want to see and eat as much as I can 😌 When I see people looking happy or having fun, it makes me happy. Be quiet soon Corona."
2022-07-24 23:38:06+00:00,1.55135E+18,"息子に続き、ダンナも陽性に
なんかもう、いろいろと大変
同居のお義母さんはガンステージⅢ治療中で感染したら死の危険があるから「私たちのエリアには来ないで！」って言ってるのに「コロナなの？」「体調どう？」って頻繁に来るのやめて💢
ストレスで何度も吐く…
早く治れ〜！","Following her son, her husband also tested positive
I'm having a lot of trouble
My mother-in-law, who lives with me, is undergoing cancer stage III treatment, and if she gets infected, she's in danger of dying, so she said, ""Don't come to our area!"" Stop coming here so often💢
I vomit many times due to stress...
Get well soon!"
2022-07-24 23:33:13+00:00,1.55135E+18,"先月の26日から本格的に？
ゆる〜くﾀﾞｲｴｯ中1ヶ月目-3.5%
コロナ禍で2年かけて2桁増してしまってた😑
ゆる〜くそれでも確実にﾉﾝｽﾄﾚｽで頑張ってこう😆","In full swing from the 26th of last month?
-3.5% during the first month of loose diet
It has increased by double digits over 2 years due to the corona wreck 😑
Let's do our best without stress even though it's loose 😆"
2022-07-24 23:33:00+00:00,1.55135E+18,コロナ禍引きこもり生活と座りっぱなしの生活で大分肥えたのでとりま夏コミまでに去年の冬くらいに体重戻すために食事制限してるが今のとこあまりストレスなくカロリー制限しておる。,"I've gained a lot of weight due to my sedentary life and sedentary life due to the corona crisis, so I'm restricting my diet to regain the weight I had last winter, but right now I'm limiting my calories without too much stress."
2022-07-24 23:31:23+00:00,1.55135E+18,期末期の試験。生徒はもとより教師も試験に対してストレスや不安を感じていたのだと実感。ましてやコロナ、不景気、戦争、銃撃って、逃げ出したいのはみんな同じなんだよね,"final exam. I realized that not only the students but also the teachers felt stress and anxiety about the exam. What's more, everyone wants to escape from corona, recession, war, shooting, etc."
2022-07-24 23:23:53+00:00,1.55135E+18,"土曜から頭痛と腰痛、倦怠感があり(発熱はない)ストレスかな？？？

っと思っていたが、今朝体温計測したら「38.1℃」、、、

コロナなのか？？？","Since Saturday, I have had a headache, backache, and malaise (no fever). ? ?

I thought, but when I measured my body temperature this morning, it was ""38.1℃""...

Is it corona? ? ?"
2022-07-24 23:16:40+00:00,1.55135E+18,"考えてみたら今回のお泊まり、新型コロナが流行り出してから初の仕事・親族以外の知人と会った件だ。

自粛しすぎでしょ。
そりゃストレスも溜まるわ。","Come to think of it, this stay was the first time I met an acquaintance other than work and relatives since the new corona started to spread.

You're too restrained.
It's stressful too."
2022-07-24 23:13:50+00:00,1.55134E+18,"会社全体としてボーナスなしですか人がへって仕事量倍近くになってるのに
いまの残業量ならコロナ以前より増える換算だったけどボーナスなしならだめじゃん
昨日一日寝た
そろそろ逃げ時かも
帰宅して次の日の夏休み用のご飯つくって寝る生活ですストレスたまって発疹中","Is there no bonus for the company as a whole?
The amount of overtime work now would have been higher than before Corona, but it's useless without bonuses
i slept all day yesterday
Maybe it's time to run away
After coming home, I make dinner for the next day's summer vacation and go to bed."
2022-07-24 23:11:49+00:00,1.55134E+18,"もーなんか、5類に落としたら。、？？コロナ。、
皆んな足の引っ張り合いが凄いし、公演中止になったストレスをアイドルにぶつけるとかやめて欲しい。、(他垢です🙏)","Well, if I drop it to 5 categories. ,? ? corona. ,
Everyone's pulling each other's legs is amazing, and I want you to stop throwing the stress of the cancellation of the performance on the idol. , (It's other dirt 🙏)"
2022-07-24 23:08:35+00:00,1.55134E+18,"おはようございます。7月最終週。
またコロナが流行り大変ですが、こちらは変わらずに安全対策を実施しております。

暑さとストレスで身体も疲れます。リラックスさせた方が代謝も上がり、病気になりにくくなりますので、こんな時だからこそ、ご利用ください。

22時〜24時
お待ちしています(´∀｀)","good morning. Last week of July.
Corona is trending and it's hard, but we're doing safety measures without change.

The heat and stress make the body tired. If you relax, your metabolism will increase and you will be less likely to get sick, so please use it at such a time.

22:00-24:00
We are waiting for you (´∀｀)"
2022-07-24 22:57:52+00:00,1.55134E+18,"コロナ脳のああいう思考はある意味本能的な自己防衛なのかね
ストレス無さそう","Is that kind of thinking in the corona brain an instinctive self-protection in a sense?
looks stress free"
2022-07-24 22:51:08+00:00,1.55134E+18,"コロナ6日目
体調だいぶ回復👍
喉のイガイガ、咳、痰は継続だけど、だいぶん軽減してきた😮‍💨
食欲はイマイチ…なんかムカムカする
ストレスかなぁ😂
でも、まだ外出したいと思わないのは、元気になってないんだろうなぁ🤔
普通だったら、こんな家に引きこもってたら、発狂しそうになるもんね😜","corona day 6
I'm feeling a lot better 👍
Throat mussels, cough and sputum continue, but it has been greatly reduced 😮‍💨
I don't have a good appetite...I feel sick
I wonder if it's stress 😂
But if you don't want to go out yet, you probably aren't feeling well 🤔
Normally, if I shut myself up in a house like this, I would probably go insane😜"
2022-07-24 22:42:48+00:00,1.55134E+18,"それともう一つ、呼吸は自律神経を整えてくれるので、1日何度も全身使って深呼吸しましょう♪ストレスやコロナの影響で自律神経系の失調も増えてる昨今、朝起きたら、出かける前に、トイレ休憩ごとに、などなど、折を見てこまめに呼吸しまょうー😊

#健康管理","Another thing is that breathing regulates the autonomic nervous system, so let's use our whole body and take deep breaths many times a day♪ Recently, stress and corona have increased the number of autonomic nervous system imbalances. Let's take a look at the occasion and breathe frequently, such as every toilet break 😊

#Health care"
2022-07-24 22:36:35+00:00,1.55134E+18,本格的にコロナだと思うんだけど電話繋がらなくてストレス,"I think it's really corona, but I'm stressed because I can't connect to the phone"
2022-07-24 22:36:15+00:00,1.55134E+18,なんかストレス？で心臓がドキドキする。というのも週末に出張を控えていて体力的に嫌なのと仕事的に嫌なのとコロナ怖いのとでもう2週間くらい鬱なの。もうこんなんじゃ妊娠とかしないよ辛い。,"Are you stressed? My heart is pounding. Because I have a business trip coming up on the weekend, and I don't like my physical strength, I don't like my job, and I'm afraid of Corona, so I've been depressed for about two weeks. I can't get pregnant like this anymore. It's painful."
2022-07-24 22:29:40+00:00,1.55133E+18,今日で子供がコロナ陽性による自宅療養期間である10日間から解放される。10日間長かったな。子供は意味わからず外でのびのび遊べず、かなりストレスだっただろうな。,"Today, a child is released from 10 days of home treatment due to corona positive. It's been 10 days long. It must have been quite stressful for the child to not understand the meaning and not be able to play freely outside."
2022-07-24 22:23:56+00:00,1.55133E+18,"という事でコロナ陽性でした
情報を発信することでもし誰かの役に立てるなら...

【症状】※私の場合
・max38.9度の高熱
・大の大人があまりの痛さに泣くレベルの頭痛
・何かを飲み込む度、喉に針を刺されているような激痛
・痛みによる不眠、ストレス

味覚・嗅覚は問題なし、咳もあまり出ず","So it was corona positive
If you can help someone by sending information...

[Symptoms] *In my case
・High fever of max 38.9 degrees
・ Headache at a level that makes a large adult cry from too much pain
Severe pain like a needle being stuck in your throat every time you swallow something
Insomnia due to pain, stress

No problems with taste and smell, and no coughing"
2022-07-24 22:15:26+00:00,1.55133E+18,"すまほん!!さん、スマホ関連の投稿はホント勉強になるんだけど政治やコロナ関連の語気が強くてストレスなんだよなぁ
ジレンマ状態","Sumahon!!, the smartphone-related posts are really educational, but the strong language of politics and coronavirus is stressful.
dilemma"
2022-07-24 22:13:17+00:00,1.55133E+18,"胃が痛い。
今日は病院に行こうと思う。
所長には病院に行きたいので
お休み下さいと送ってる。
遅れるじゃ無くてね。
胃薬が効かないなんて、あのマスクしないオヤジに対してのストレスが酷いと思ってる。ずぅ～っとだもん。
コロナが流行った頃からだからね😡","My stomach hurts.
I think I will go to the hospital today.
The director wants me to go to the hospital
I'm sending you a good night.
Don't be late.
I think the stress of that old man who doesn't wear a mask is terrible that the stomach medicine doesn't work. Zu~tto damon.
It's been around since the corona outbreak 😡"
2022-07-24 22:06:19+00:00,1.55133E+18,"この後仕事とか正気か？
なぜ周りがバタバタコロナになって熱を出してる中、食あたり起こしてんだよ…
最初はメンタルやられてストレス性の胃痛だと思ってたんだけど、吐き気になるとやっぱ夜に食ったもんが悪かったのかね…","Are you okay with work after this?
Why are you getting food poisoning while everyone around you is getting a flurry of corona and getting a fever...
At first, I thought it was a stomach ache caused by stress because I was mentally ill, but when I started feeling nauseous, I wondered if what I ate at night was bad..."
2022-07-24 21:57:09+00:00,1.55133E+18,"面疔と口内炎と耳下腺腫れてきた😅
全部いつも過労とかストレスやばい時に出る症状が一気にきた😱
熱も風邪症状もなくコロナ陰性やったから、ただ単に疲れてるだけかな😓
産むのも産まれてからも大変やのに大丈夫か私😂","Comedones, stomatitis and parotid gland swelling 😅
All the symptoms that appear when I'm overworked or stressed all at once 😱
I didn't have a fever or cold symptoms and tested negative for corona, so maybe I'm just tired😓
It's hard to give birth and after being born, but am I okay 😂"
2022-07-24 21:40:25+00:00,1.55132E+18,"冬の１８祭は最後までコロナに怯えず出来たらいいんだけど…
8BEATも夏１８祭もほんと祈るような気持ちで駆け抜けたね
毎日検査しただろうし、すごい不安とストレスだったと思う😭","I wish I could do the winter 18th festival without fear of corona until the end...
I ran through both 8BEAT and the Summer 18th Festival with a feeling of prayer
I would have checked every day, and I think it was a lot of anxiety and stress 😭"
2022-07-24 21:13:46+00:00,1.55131E+18,"コロナの打撃。疲れ、ストレス、鬱の言葉がツイートで激増。無理はない。
しかし、こういう時だからこそ自身のマインドを解放出来ることも確か。
コツは、自己受容。自分の感情を素直に受け入れる。
方法＝読書、瞑想、運動、発信（Twitter、ブログ、日記など）
#疲れ　#ストレス　#鬱　#自己受容","Corona hit. Words of fatigue, stress and depression surged in tweets. No wonder.
However, it is certain that she can release her own mind precisely because it is such a time.
The trick is self-acceptance. Accept your emotions.
Method = reading, meditation, exercise, transmission (Twitter, blog, diary, etc.)
#Tire #Stress #Depression #Self-acceptance"
2022-07-24 20:39:00+00:00,1.55131E+18,"インフルエンザだとかコロナだとかなら納得いくものをストレスってなにさ
大体の病気全部ストレスが原因かって言われたらそうでしょ","If it's the flu or the coronavirus, what is stress?
If you were to say that stress is the cause of most illnesses, wouldn't that be true?"
2022-07-24 20:23:19+00:00,1.5513E+18,抜け毛、脱毛の原因＝ストレス、寝不足、視神経の使い過ぎ、運動不足、栄養不足、洗髪後の放ったらかし。コロナの餌食にならないように!!　#脱毛　#ストレス　#コロナ,"Causes of hair loss = stress, lack of sleep, overuse of the optic nerve, lack of exercise, lack of nutrition, neglect after washing hair. Don't fall prey to Corona!! #Hair removal #Stress #Corona"
2022-07-24 20:08:40+00:00,1.5513E+18,"コロナ罹ってなかったらもっと走れたし動きも違ったのにと悔しくなる
コーチに後遺症なのかわからないけど疲労感がすごく残るみたいでと話したら
進路の不安とかストレスだろうって😤
コロナ明けに体力テストで死ぬほど走らされてからなんだけど👊
二週間はゆっくり復活させますと言ってたのに","If I hadn't contracted Corona, I would have been able to run more and my movements would have been different.
When I told the coach that I don't know if it's an aftereffect, but it seems like I'm feeling very tired
Anxiety about the course or stress 😤
It's been a long time since I was run to death in a physical fitness test at the end of Corona 👊
You said you would recover slowly for two weeks."
2022-07-24 19:59:14+00:00,1.5513E+18,コロナ中、社会的ストレスがフリーだったので疲れがなくて全く寝れなかった、一時に寝て四時に起きてしまう。,"During Corona, social stress was free, so I didn't get tired and couldn't sleep at all."
2022-07-24 19:53:15+00:00,1.55129E+18,7月の花火🎆大会も、コロナの密による、これから本格、夏祭りによるお中元、夏の家で楽しむ、そうめん流しに、夏のプールで遊ぶスライダーの流しそうめん、暑く、食欲に夏のストレス解消による食べものﾍルシン献立メニュー,"July's fireworks 🎆 competition is also due to the denseness of the corona, and from now on, the summer festival will be in full swing. food Helsinki menu"
2022-07-24 19:45:40+00:00,1.55129E+18,はーーー、お盆休みが近づいてくると思うとストレス。クソが連休とか地獄かよ。仕事行け。一日中いると思うと吐き気。しかもコロナで子供いるし逃げ場ない… #旦那死ね,"Hah, I'm stressed thinking that the Obon holiday is approaching. Shit is consecutive holidays or hell. go to work. The thought of staying all day makes me nauseous. Moreover, there are children in Corona and there is no escape ... # Husband dies"
2022-07-24 19:31:40+00:00,1.55129E+18,舌先がピリピリして痛いしコロナの初期症状かどうかとりあえず調べたら睡眠不足かストレスによるものって書いてあって、ココ最近ストレスとかないし…絶対睡眠不足やんってなった,"The tip of my tongue is tingling and it hurts, and when I checked to see if it was the early symptoms of Corona, it said it was due to lack of sleep or stress."
2022-07-24 19:10:12+00:00,1.55128E+18,箱で働いてて風邪引かない女の子いますか？客が暑いからって冷房ガンガンかけててこちとら何時間も裸だから、毎夏風邪なんです😭消したりしたりしてるけどやっぱり風邪ひきました😭今の時期コロナじゃないよね？とか聞かれるのストレス,"Is there a girl who works in a box and doesn't catch a cold? Because the customers are hot, the air conditioning is on and I'm naked for hours, so I get a cold every summer 😭 I'm turning it off, but I still caught a cold 😭 It's not corona this time of year, right? stress of being asked"
2022-07-24 19:03:45+00:00,1.55128E+18,"自由に外出たい、人と話したい、旅行したいストレスが定期。
電話・SNSに動画会議できる今の世の中の恩恵を享受できなさすぎなの、笑える。

少なくともコロナ収まれば今の苦痛の1/3くらいは減りそう。はやく減って…もしくは動画見られる目に戻って。","I want to go out freely, talk to people, and travel.
It's funny how we can't enjoy the benefits of today's world where video conferencing can be done over the phone or on SNS.

At least if the corona is settled, about 1/3 of the current pain will be reduced. Decrease quickly... or return to watching videos."
2022-07-24 18:40:20+00:00,1.55128E+18,"おはようございます(^ー^)
今日はお仕事なので体調に・ストレス・熱中症・怪我に気をつけて出勤を致したいと思っています。

皆様も体調・ストレス・風邪・紫外線・熱中症・乾燥・新型コロナ等にくれぐれもお気をつけてお過ごし下さいませm(__)m
本日もどうぞよろしくお願いを致します🐹","Good morning (^ー^)
I have to work today, so I want to be careful about my physical condition, stress, heat stroke, and injury when I go to work.

Everyone please take care of your health, stress, colds, UV rays, heat stroke, dryness, new corona, etc. m (__) m
Thank you for your continued support today 🐹"
2022-07-24 18:02:30+00:00,1.55127E+18,"コロナで熱出してるってわかってるのに2時間ぐらい愚痴ってくる親さん〜〜〜〜〜〜！！！

とおもったが「ストレス溜まってるんやな……」と割り切って聞いてあげた……

親さんのメンタル崩壊よかマシ","Parents complaining for about 2 hours even though they know that they have a fever due to Corona~~~~~~! ! !

I thought about it, but I listened to it, saying, ""I'm stressed...""

Parent's mental breakdown is better"
2022-07-24 17:43:55+00:00,1.55126E+18,喉痛悪化してる、コロナ？ストレス？,"My sore throat is getting worse, Corona? stress?"
2022-07-24 17:24:33+00:00,1.55126E+18,"コロナになって、メディカル2台繋ぎしてて良かったなと感じてる😭
メディカルにしてから出せ出せコールほぼなくなったから、ストレスなく快適なんだと思うんだ…🙏✨
目で「出れる？」って訴えるけど🤭💗
療養期間、放牧短くてもなんとかなりそう😭","I feel that it was good to connect two medical devices after becoming a corona 😭
Since I've had almost no calls to get it out since I got medical, I think it's stress-free and comfortable...🙏✨
I appeal with my eyes, ""Can I go out?"" 🤭💗
Recuperation period, even if grazing is short, it seems to be manageable 😭"
2022-07-24 17:06:20+00:00,1.55125E+18,"体調喉はイガイガしてるけど、だるいのと悪寒は消え去った…。
ストレスで自律神経壊れたか、風邪引きかけたけど治ったかどっちか？
首の後ろ熱くなったりしてたから自律神経の方が原因ぽいなぁ。結局コロナにはかからなかったのか…。","My throat is irritated, but the dullness and chills are gone...
Did the autonomic nerves break due to stress, or did you catch a cold but recovered?
The back of my neck was getting hot, so it seems that the autonomic nerve is the cause. After all, she didn't catch Corona..."
2022-07-24 17:00:54+00:00,1.55125E+18,症状も辛いけど、圧倒的にストレスなのは自分の行動範囲が狭いことと。あと、家族もコロナになっちゃうんじゃないかっていう不安。家族がなるんだったら自分が重症化した方がまだマシって思うくらいには呼吸辛いし声出ないし少しずつ肺も痛い,"The symptoms are painful, but the overwhelming stress is that my range of action is narrow. Also, I'm worried that my family will also get corona. It's hard to breathe, I can't speak, and my lungs are hurting little by little."
2022-07-24 16:57:11+00:00,1.55125E+18,"なんか疲れるわー
お父さんのめちゃくちゃな
コロナへの考え方というか、感覚というか、自己中すぎて…

疲れてストレスになるわ。
遠さげたい存在…","I'm so tired
dad extreme
The way of thinking about corona, the feeling, the self-centeredness...

I'm tired and stressed.
Existence I want to keep away..."
2022-07-24 16:43:12+00:00,1.55125E+18,前の推し君の頃、家庭の事情で現場に行くのは先になると覚悟してた。そのうちにコロナが流行ってますます現場は遠のいた。一度も推しを見たことない自分へのストレスが半端なかった。たぶん今も推してたらまだ行けてないだろう。1stも2ndも行けてないなんて正気でいられなかったと思う。,"When I was a former Oshi-kun, I was prepared to go to the scene first due to family circumstances. In the meantime, the corona was trending, and the site was more and more distant. The stress on myself, who had never seen the endorser, was staggering. Maybe if I was still pushing, I wouldn't be able to go yet. I think I was insane that I couldn't go to 1st and 2nd."
2022-07-24 16:27:15+00:00,1.55124E+18,"人前で何かをするのは苦手。
だけども歌うことは好きなので、ひとりカラオケ万歳🙌です笑
歌うことでストレス発散にもなりますからね…！

コロナ騒ぎがなければもう、月1…いや、週1くらいでひとカラしたい…

#HSP","I don't like doing things in public.
But I like to sing, so I'm going to karaoke by myself 🙌 lol
Singing can also relieve stress!

If it weren't for the corona ruckus, it would already be once a month... No, I want to make a difference about once a week...

#HSP"
2022-07-24 16:19:29+00:00,1.55124E+18,"リスカって死ぬためにするより傷の痛みで正気を保つようなそんな効果があってしてた。迷走神経反射あるので本当に表皮傷つける程度しか出来なかったけど。
パワハラ上司の時とかだけど。
原因がコロナだからなぁ。
コロナによるストレス。","Rather than doing it to die, Lisca had such an effect that the pain of the wound kept me sane. I have a vagus nerve reflex, so I could only really hurt the epidermis.
It's like when I'm a power harassment boss.
It's because of Corona.
Corona stress."
2022-07-24 16:17:34+00:00,1.55124E+18,"最近休みの日は、1戦もGBL出来ない😅
仕事の日は出来るけど、WiFiない環境なので、バグ負け連発。
てなことで、モチベーション下がりまくってます。
結婚してて自分の時間がないのは本当にしんどくなるし、ストレスでしかないです。
でも、最近はコロナ渦で、GBLくらいしか楽しみないのに🥹","Lately, I haven't been able to do a single GBL on my days off😅
I can do it on work days, but I'm in an environment without WiFi, so I keep losing bugs.
That's why my motivation is going down.
Being married and not having time for myself is really exhausting and stressful.
But lately, due to the corona whirlpool, I can only enjoy GBL🥹"
2022-07-24 16:17:32+00:00,1.55124E+18,3年だぞ。もう勘弁してくれどれだけ我慢すればええねん。コロナよりストレスで死ぬわ,"It's been three years. Please excuse me, how long can I endure? I'll die from stress more than corona"
2022-07-24 16:14:53+00:00,1.55124E+18,"どんなスケジュールで夏休みの申請を出そうか思案中。
あと、出すタイミング
コレが超大事‼️
早くコロナの波が下降してくれないかな〜
感染者数の報道見て、ストレスで痒みが〜〜〜💦","I'm thinking about what kind of schedule I should apply for summer vacation.
Then it's time to put out
This is super important!! ️
I wonder if the wave of corona will descend soon ~
Seeing the news about the number of infected people makes me feel itchy from stress~~~💦"
2022-07-24 16:12:59+00:00,1.55124E+18,"なぁにがコロナ後遺症だ
こちとら毎日毎日不潔マスクたちに囲まれて生活を強いられてストレスマックスじゃい
お陰様でめでたく生理周期も乱れてらぁ","What are the aftereffects of corona
Kochitora Every day I'm forced to live surrounded by filthy masks and I'm stress maxed
Thanks to you, my menstrual cycle is also disturbed."
2022-07-24 16:09:56+00:00,1.55124E+18,大学内のコロナ感染者が増えてるとかいうけど、今自分が体調悪いのは圧倒的に課題量によるストレスから,"It is said that the number of people infected with corona in the university is increasing, but the reason why I am not feeling well right now is overwhelmingly from the stress caused by the amount of assignments."
2022-07-24 16:08:42+00:00,1.55124E+18,"【悲報】
再びコロナ感染拡大の為またもや行動制限が発令された😭

もうコロナ脳でストレス溜まる🤬💢

決めた‼️
仕事辞めよっ(((￣へ￣井) フンッ!!","【sad news】
Due to the spread of corona infection again, movement restrictions have been issued 😭

My corona brain is already stressed 🤬💢

decided! ️
Quit your job (((~~~i) Huh!!"
